Namespace(augment=False, batchSize=32, beta1=0.5, cuda=True, data='lung', decay_lr=False, dropout=0.5, earlystop=False, experiment='sb37', imgSize=299, init='normal', lr=0.001, metadata=False, method='average', model='', nc=3, ngpu=1, niter=25, nonlinearity='relu', optimizer='Adam')

old comet version (0.1.68) detected. current: 1.0.10 please update your comet lib with command: `pip install --no-cache-dir --upgrade comet_ml`

Experiment is live on comet.ml https://www.comet.ml/charrrrtreuse/general/30070a2e0f964a85af9689ab1d61bcf7

Random Seed:  5033
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading train dataset: 461823 samples
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading valid dataset: 105872 samples
Class encoding:
{'Solid_Tissue_Normal': 0, 'TCGA-LUAD': 1, 'TCGA-LUSC': 2}
cancer_CNN (
  (conv1): BasicConv2d (
    (conv): Conv2d(3, 16, kernel_size=(5, 5), stride=(2, 2), padding=(1, 1))
    (bn): BatchNorm2d(16, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv2): BasicConv2d (
    (conv): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1))
    (bn): BatchNorm2d(32, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv3): BasicConv2d (
    (conv): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv4): BasicConv2d (
    (conv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv5): BasicConv2d (
    (conv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(128, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv6): BasicConv2d (
    (conv): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (linear): Linear (5184 -> 3)
)
No early stopping implemented
[0/25][9076/14432] Training Loss: 0.893661 
[0/25][9077/14432] Training Loss: 0.664088 
[0/25][9078/14432] Training Loss: 0.871633 
[0/25][9079/14432] Training Loss: 0.616249 
[0/25][9080/14432] Training Loss: 0.707496 
[0/25][9081/14432] Training Loss: 0.771933 
[0/25][9082/14432] Training Loss: 0.774500 
[0/25][9083/14432] Training Loss: 0.774213 
[0/25][9084/14432] Training Loss: 0.785192 
[0/25][9085/14432] Training Loss: 1.051884 
[0/25][9086/14432] Training Loss: 0.745920 
[0/25][9087/14432] Training Loss: 0.750431 
[0/25][9088/14432] Training Loss: 0.864434 
[0/25][9089/14432] Training Loss: 1.024249 
[0/25][9090/14432] Training Loss: 0.696048 
[0/25][9091/14432] Training Loss: 0.593131 
[0/25][9092/14432] Training Loss: 0.796370 
[0/25][9093/14432] Training Loss: 0.767473 
[0/25][9094/14432] Training Loss: 0.690812 
[0/25][9095/14432] Training Loss: 0.947379 
[0/25][9096/14432] Training Loss: 1.009821 
[0/25][9097/14432] Training Loss: 0.765734 
[0/25][9098/14432] Training Loss: 0.685409 
[0/25][9099/14432] Training Loss: 0.696288 
[0/25][9100/14432] Training Loss: 0.717347 
[0/25][9101/14432] Training Loss: 0.754243 
[0/25][9102/14432] Training Loss: 0.742683 
[0/25][9103/14432] Training Loss: 0.687945 
[0/25][9104/14432] Training Loss: 0.676863 
[0/25][9105/14432] Training Loss: 0.704242 
[0/25][9106/14432] Training Loss: 0.710890 
[0/25][9107/14432] Training Loss: 0.804222 
[0/25][9108/14432] Training Loss: 0.737132 
[0/25][9109/14432] Training Loss: 0.661545 
[0/25][9110/14432] Training Loss: 0.940039 
[0/25][9111/14432] Training Loss: 0.626937 
[0/25][9112/14432] Training Loss: 0.688463 
[0/25][9113/14432] Training Loss: 0.723914 
[0/25][9114/14432] Training Loss: 0.769687 
[0/25][9115/14432] Training Loss: 0.632851 
[0/25][9116/14432] Training Loss: 0.867657 
[0/25][9117/14432] Training Loss: 0.610785 
[0/25][9118/14432] Training Loss: 0.796858 
[0/25][9119/14432] Training Loss: 0.736250 
[0/25][9120/14432] Training Loss: 0.628281 
[0/25][9121/14432] Training Loss: 0.642912 
[0/25][9122/14432] Training Loss: 0.831802 
[0/25][9123/14432] Training Loss: 0.755814 
[0/25][9124/14432] Training Loss: 0.619525 
[0/25][9125/14432] Training Loss: 0.786111 
[0/25][9126/14432] Training Loss: 0.791822 
[0/25][9127/14432] Training Loss: 0.740162 
[0/25][9128/14432] Training Loss: 0.643803 
[0/25][9129/14432] Training Loss: 0.867944 
[0/25][9130/14432] Training Loss: 0.740478 
[0/25][9131/14432] Training Loss: 0.728290 
[0/25][9132/14432] Training Loss: 0.719439 
[0/25][9133/14432] Training Loss: 0.956721 
[0/25][9134/14432] Training Loss: 0.731657 
[0/25][9135/14432] Training Loss: 0.836996 
[0/25][9136/14432] Training Loss: 0.766636 
[0/25][9137/14432] Training Loss: 0.568505 
[0/25][9138/14432] Training Loss: 0.859132 
[0/25][9139/14432] Training Loss: 0.610871 
[0/25][9140/14432] Training Loss: 0.744553 
[0/25][9141/14432] Training Loss: 0.748052 
[0/25][9142/14432] Training Loss: 0.774386 
[0/25][9143/14432] Training Loss: 0.529919 
[0/25][9144/14432] Training Loss: 0.688926 
[0/25][9145/14432] Training Loss: 0.724268 
[0/25][9146/14432] Training Loss: 0.610388 
[0/25][9147/14432] Training Loss: 0.613559 
[0/25][9148/14432] Training Loss: 0.905326 
[0/25][9149/14432] Training Loss: 0.706608 
[0/25][9150/14432] Training Loss: 0.885379 
[0/25][9151/14432] Training Loss: 0.826429 
[0/25][9152/14432] Training Loss: 0.848736 
[0/25][9153/14432] Training Loss: 0.765140 
[0/25][9154/14432] Training Loss: 0.905864 
[0/25][9155/14432] Training Loss: 0.665054 
[0/25][9156/14432] Training Loss: 0.709481 
[0/25][9157/14432] Training Loss: 0.692451 
[0/25][9158/14432] Training Loss: 0.820658 
[0/25][9159/14432] Training Loss: 0.804498 
[0/25][9160/14432] Training Loss: 0.706148 
[0/25][9161/14432] Training Loss: 0.846242 
[0/25][9162/14432] Training Loss: 0.702994 
[0/25][9163/14432] Training Loss: 0.807909 
[0/25][9164/14432] Training Loss: 0.618705 
[0/25][9165/14432] Training Loss: 0.637370 
[0/25][9166/14432] Training Loss: 0.769019 
[0/25][9167/14432] Training Loss: 0.756793 
[0/25][9168/14432] Training Loss: 0.809005 
[0/25][9169/14432] Training Loss: 0.794379 
[0/25][9170/14432] Training Loss: 0.795939 
[0/25][9171/14432] Training Loss: 0.796001 
[0/25][9172/14432] Training Loss: 0.735092 
[0/25][9173/14432] Training Loss: 0.736644 
[0/25][9174/14432] Training Loss: 0.720894 
[0/25][9175/14432] Training Loss: 0.571612 
[0/25][9176/14432] Training Loss: 0.823882 
[0/25][9177/14432] Training Loss: 0.808811 
[0/25][9178/14432] Training Loss: 0.869058 
[0/25][9179/14432] Training Loss: 0.811997 
[0/25][9180/14432] Training Loss: 0.753414 
[0/25][9181/14432] Training Loss: 0.676979 
[0/25][9182/14432] Training Loss: 0.693239 
[0/25][9183/14432] Training Loss: 0.799445 
[0/25][9184/14432] Training Loss: 0.556582 
[0/25][9185/14432] Training Loss: 0.649292 
[0/25][9186/14432] Training Loss: 0.688457 
[0/25][9187/14432] Training Loss: 0.829576 
[0/25][9188/14432] Training Loss: 0.616925 
[0/25][9189/14432] Training Loss: 0.664670 
[0/25][9190/14432] Training Loss: 1.009821 
[0/25][9191/14432] Training Loss: 0.619547 
[0/25][9192/14432] Training Loss: 0.510713 
[0/25][9193/14432] Training Loss: 0.765533 
[0/25][9194/14432] Training Loss: 0.778279 
[0/25][9195/14432] Training Loss: 0.868516 
[0/25][9196/14432] Training Loss: 0.739682 
[0/25][9197/14432] Training Loss: 0.692247 
[0/25][9198/14432] Training Loss: 0.808109 
[0/25][9199/14432] Training Loss: 0.802118 
[0/25][9200/14432] Training Loss: 0.703118 
[0/25][9201/14432] Training Loss: 0.789628 
[0/25][9202/14432] Training Loss: 0.799978 
[0/25][9203/14432] Training Loss: 0.947948 
[0/25][9204/14432] Training Loss: 0.701680 
[0/25][9205/14432] Training Loss: 0.781509 
[0/25][9206/14432] Training Loss: 0.884709 
[0/25][9207/14432] Training Loss: 0.690534 
[0/25][9208/14432] Training Loss: 0.864424 
[0/25][9209/14432] Training Loss: 0.734472 
[0/25][9210/14432] Training Loss: 0.947370 
[0/25][9211/14432] Training Loss: 0.608096 
[0/25][9212/14432] Training Loss: 0.932979 
[0/25][9213/14432] Training Loss: 0.738785 
[0/25][9214/14432] Training Loss: 0.928630 
[0/25][9215/14432] Training Loss: 0.798851 
[0/25][9216/14432] Training Loss: 0.664622 
[0/25][9217/14432] Training Loss: 0.813841 
[0/25][9218/14432] Training Loss: 0.750210 
[0/25][9219/14432] Training Loss: 0.786411 
[0/25][9220/14432] Training Loss: 0.798723 
[0/25][9221/14432] Training Loss: 0.742351 
[0/25][9222/14432] Training Loss: 0.950203 
[0/25][9223/14432] Training Loss: 0.839579 
[0/25][9224/14432] Training Loss: 0.802445 
[0/25][9225/14432] Training Loss: 0.664188 
[0/25][9226/14432] Training Loss: 0.782453 
[0/25][9227/14432] Training Loss: 0.668230 
[0/25][9228/14432] Training Loss: 0.871495 
[0/25][9229/14432] Training Loss: 0.685359 
[0/25][9230/14432] Training Loss: 0.667259 
[0/25][9231/14432] Training Loss: 0.669363 
[0/25][9232/14432] Training Loss: 0.856930 
[0/25][9233/14432] Training Loss: 0.708663 
[0/25][9234/14432] Training Loss: 0.795848 
[0/25][9235/14432] Training Loss: 0.958643 
[0/25][9236/14432] Training Loss: 0.767921 
[0/25][9237/14432] Training Loss: 0.673331 
[0/25][9238/14432] Training Loss: 0.592431 
[0/25][9239/14432] Training Loss: 0.720924 
[0/25][9240/14432] Training Loss: 0.814380 
[0/25][9241/14432] Training Loss: 0.593849 
[0/25][9242/14432] Training Loss: 0.863374 
[0/25][9243/14432] Training Loss: 0.731109 
[0/25][9244/14432] Training Loss: 0.917765 
[0/25][9245/14432] Training Loss: 0.714710 
[0/25][9246/14432] Training Loss: 0.646977 
[0/25][9247/14432] Training Loss: 0.832468 
[0/25][9248/14432] Training Loss: 0.773937 
[0/25][9249/14432] Training Loss: 0.727924 
[0/25][9250/14432] Training Loss: 0.769743 
[0/25][9251/14432] Training Loss: 0.907969 
[0/25][9252/14432] Training Loss: 0.736342 
[0/25][9253/14432] Training Loss: 0.814242 
[0/25][9254/14432] Training Loss: 0.790782 
[0/25][9255/14432] Training Loss: 0.580730 
[0/25][9256/14432] Training Loss: 0.740124 
[0/25][9257/14432] Training Loss: 0.696702 
[0/25][9258/14432] Training Loss: 0.864995 
[0/25][9259/14432] Training Loss: 0.823107 
[0/25][9260/14432] Training Loss: 0.844421 
[0/25][9261/14432] Training Loss: 0.861897 
[0/25][9262/14432] Training Loss: 0.781249 
[0/25][9263/14432] Training Loss: 0.786126 
[0/25][9264/14432] Training Loss: 0.780250 
[0/25][9265/14432] Training Loss: 0.712175 
[0/25][9266/14432] Training Loss: 0.812216 
[0/25][9267/14432] Training Loss: 0.720106 
[0/25][9268/14432] Training Loss: 0.666373 
[0/25][9269/14432] Training Loss: 0.752539 
[0/25][9270/14432] Training Loss: 0.598168 
[0/25][9271/14432] Training Loss: 0.972201 
[0/25][9272/14432] Training Loss: 0.672761 
[0/25][9273/14432] Training Loss: 0.735873 
[0/25][9274/14432] Training Loss: 0.639167 
[0/25][9275/14432] Training Loss: 0.798193 
[0/25][9276/14432] Training Loss: 0.605722 
[0/25][9277/14432] Training Loss: 0.658908 
[0/25][9278/14432] Training Loss: 0.697920 
[0/25][9279/14432] Training Loss: 0.668897 
[0/25][9280/14432] Training Loss: 0.690983 
[0/25][9281/14432] Training Loss: 0.684151 
[0/25][9282/14432] Training Loss: 0.703090 
[0/25][9283/14432] Training Loss: 0.690178 
[0/25][9284/14432] Training Loss: 0.974939 
[0/25][9285/14432] Training Loss: 0.821094 
[0/25][9286/14432] Training Loss: 0.763684 
[0/25][9287/14432] Training Loss: 0.917928 
[0/25][9288/14432] Training Loss: 0.754805 
[0/25][9289/14432] Training Loss: 0.706700 
[0/25][9290/14432] Training Loss: 0.782797 
[0/25][9291/14432] Training Loss: 0.713917 
[0/25][9292/14432] Training Loss: 0.852375 
[0/25][9293/14432] Training Loss: 0.662226 
[0/25][9294/14432] Training Loss: 0.833523 
[0/25][9295/14432] Training Loss: 0.618070 
[0/25][9296/14432] Training Loss: 0.715465 
[0/25][9297/14432] Training Loss: 0.791317 
[0/25][9298/14432] Training Loss: 0.698224 
[0/25][9299/14432] Training Loss: 0.725336 
[0/25][9300/14432] Training Loss: 0.774175 
[0/25][9301/14432] Training Loss: 0.795486 
[0/25][9302/14432] Training Loss: 0.891108 
[0/25][9303/14432] Training Loss: 0.681966 
[0/25][9304/14432] Training Loss: 0.723167 
[0/25][9305/14432] Training Loss: 1.084064 
[0/25][9306/14432] Training Loss: 0.721592 
[0/25][9307/14432] Training Loss: 0.867540 
[0/25][9308/14432] Training Loss: 0.705308 
[0/25][9309/14432] Training Loss: 0.812926 
[0/25][9310/14432] Training Loss: 0.735035 
[0/25][9311/14432] Training Loss: 0.851927 
[0/25][9312/14432] Training Loss: 0.607782 
[0/25][9313/14432] Training Loss: 0.836500 
[0/25][9314/14432] Training Loss: 0.574790 
[0/25][9315/14432] Training Loss: 0.652410 
[0/25][9316/14432] Training Loss: 0.635169 
[0/25][9317/14432] Training Loss: 0.553246 
[0/25][9318/14432] Training Loss: 0.654817 
[0/25][9319/14432] Training Loss: 0.746184 
[0/25][9320/14432] Training Loss: 0.761872 
[0/25][9321/14432] Training Loss: 0.929782 
[0/25][9322/14432] Training Loss: 0.644380 
[0/25][9323/14432] Training Loss: 0.641706 
[0/25][9324/14432] Training Loss: 0.836463 
[0/25][9325/14432] Training Loss: 0.855869 
[0/25][9326/14432] Training Loss: 0.732146 
[0/25][9327/14432] Training Loss: 0.690557 
[0/25][9328/14432] Training Loss: 0.634409 
[0/25][9329/14432] Training Loss: 0.736634 
[0/25][9330/14432] Training Loss: 0.771767 
[0/25][9331/14432] Training Loss: 0.654141 
[0/25][9332/14432] Training Loss: 0.793145 
[0/25][9333/14432] Training Loss: 0.694526 
[0/25][9334/14432] Training Loss: 0.679887 
[0/25][9335/14432] Training Loss: 0.828456 
[0/25][9336/14432] Training Loss: 0.649115 
[0/25][9337/14432] Training Loss: 0.684766 
[0/25][9338/14432] Training Loss: 0.634547 
[0/25][9339/14432] Training Loss: 0.712553 
[0/25][9340/14432] Training Loss: 0.623339 
[0/25][9341/14432] Training Loss: 0.734267 
[0/25][9342/14432] Training Loss: 0.719388 
[0/25][9343/14432] Training Loss: 0.744782 
[0/25][9344/14432] Training Loss: 0.685360 
[0/25][9345/14432] Training Loss: 0.802698 
[0/25][9346/14432] Training Loss: 0.742859 
[0/25][9347/14432] Training Loss: 0.699846 
[0/25][9348/14432] Training Loss: 0.785434 
[0/25][9349/14432] Training Loss: 0.598611 
[0/25][9350/14432] Training Loss: 0.757599 
[0/25][9351/14432] Training Loss: 0.754681 
[0/25][9352/14432] Training Loss: 0.774700 
[0/25][9353/14432] Training Loss: 0.804472 
[0/25][9354/14432] Training Loss: 0.728845 
[0/25][9355/14432] Training Loss: 0.768516 
[0/25][9356/14432] Training Loss: 0.791462 
[0/25][9357/14432] Training Loss: 0.895257 
[0/25][9358/14432] Training Loss: 0.717088 
[0/25][9359/14432] Training Loss: 0.854180 
[0/25][9360/14432] Training Loss: 0.629753 
[0/25][9361/14432] Training Loss: 0.805245 
[0/25][9362/14432] Training Loss: 0.741865 
[0/25][9363/14432] Training Loss: 0.650667 
[0/25][9364/14432] Training Loss: 0.706018 
[0/25][9365/14432] Training Loss: 0.903346 
[0/25][9366/14432] Training Loss: 0.632700 
[0/25][9367/14432] Training Loss: 0.589348 
[0/25][9368/14432] Training Loss: 0.499718 
[0/25][9369/14432] Training Loss: 0.612729 
[0/25][9370/14432] Training Loss: 0.782015 
[0/25][9371/14432] Training Loss: 0.670262 
[0/25][9372/14432] Training Loss: 0.782453 
[0/25][9373/14432] Training Loss: 0.786545 
[0/25][9374/14432] Training Loss: 0.795491 
[0/25][9375/14432] Training Loss: 0.701714 
[0/25][9376/14432] Training Loss: 0.769984 
[0/25][9377/14432] Training Loss: 0.856131 
[0/25][9378/14432] Training Loss: 0.580345 
[0/25][9379/14432] Training Loss: 0.697793 
[0/25][9380/14432] Training Loss: 0.906785 
[0/25][9381/14432] Training Loss: 0.848061 
[0/25][9382/14432] Training Loss: 0.698628 
[0/25][9383/14432] Training Loss: 0.702669 
[0/25][9384/14432] Training Loss: 0.735998 
[0/25][9385/14432] Training Loss: 0.687280 
[0/25][9386/14432] Training Loss: 0.706058 
[0/25][9387/14432] Training Loss: 0.742496 
[0/25][9388/14432] Training Loss: 0.665080 
[0/25][9389/14432] Training Loss: 0.870220 
[0/25][9390/14432] Training Loss: 0.834024 
[0/25][9391/14432] Training Loss: 0.715414 
[0/25][9392/14432] Training Loss: 0.953869 
[0/25][9393/14432] Training Loss: 0.635326 
[0/25][9394/14432] Training Loss: 0.777588 
[0/25][9395/14432] Training Loss: 0.592391 
[0/25][9396/14432] Training Loss: 0.735721 
[0/25][9397/14432] Training Loss: 0.817488 
[0/25][9398/14432] Training Loss: 0.986373 
[0/25][9399/14432] Training Loss: 0.653842 
[0/25][9400/14432] Training Loss: 0.810568 
[0/25][9401/14432] Training Loss: 0.703620 
[0/25][9402/14432] Training Loss: 0.787810 
[0/25][9403/14432] Training Loss: 0.870650 
[0/25][9404/14432] Training Loss: 0.677997 
[0/25][9405/14432] Training Loss: 0.655507 
[0/25][9406/14432] Training Loss: 0.715581 
[0/25][9407/14432] Training Loss: 0.733212 
[0/25][9408/14432] Training Loss: 0.718959 
[0/25][9409/14432] Training Loss: 0.702896 
[0/25][9410/14432] Training Loss: 0.754834 
[0/25][9411/14432] Training Loss: 0.687433 
[0/25][9412/14432] Training Loss: 0.962196 
[0/25][9413/14432] Training Loss: 0.795068 
[0/25][9414/14432] Training Loss: 0.706273 
[0/25][9415/14432] Training Loss: 0.776703 
[0/25][9416/14432] Training Loss: 0.814729 
[0/25][9417/14432] Training Loss: 0.835815 
[0/25][9418/14432] Training Loss: 0.815429 
[0/25][9419/14432] Training Loss: 0.700978 
[0/25][9420/14432] Training Loss: 0.744325 
[0/25][9421/14432] Training Loss: 0.857788 
[0/25][9422/14432] Training Loss: 0.684682 
[0/25][9423/14432] Training Loss: 1.031536 
[0/25][9424/14432] Training Loss: 0.722887 
[0/25][9425/14432] Training Loss: 0.801183 
[0/25][9426/14432] Training Loss: 1.056376 
[0/25][9427/14432] Training Loss: 0.703774 
[0/25][9428/14432] Training Loss: 0.757863 
[0/25][9429/14432] Training Loss: 0.885790 
[0/25][9430/14432] Training Loss: 0.780390 
[0/25][9431/14432] Training Loss: 0.678826 
[0/25][9432/14432] Training Loss: 0.769623 
[0/25][9433/14432] Training Loss: 0.758214 
[0/25][9434/14432] Training Loss: 0.607487 
[0/25][9435/14432] Training Loss: 0.734697 
[0/25][9436/14432] Training Loss: 0.740958 
[0/25][9437/14432] Training Loss: 0.726074 
[0/25][9438/14432] Training Loss: 0.654236 
[0/25][9439/14432] Training Loss: 0.671444 
[0/25][9440/14432] Training Loss: 0.835440 
[0/25][9441/14432] Training Loss: 0.653902 
[0/25][9442/14432] Training Loss: 0.644134 
[0/25][9443/14432] Training Loss: 0.814394 
[0/25][9444/14432] Training Loss: 0.715696 
[0/25][9445/14432] Training Loss: 0.621594 
[0/25][9446/14432] Training Loss: 0.749045 
[0/25][9447/14432] Training Loss: 0.758536 
[0/25][9448/14432] Training Loss: 0.749673 
[0/25][9449/14432] Training Loss: 1.106110 
[0/25][9450/14432] Training Loss: 0.531860 
[0/25][9451/14432] Training Loss: 0.827967 
[0/25][9452/14432] Training Loss: 0.904990 
[0/25][9453/14432] Training Loss: 0.639880 
[0/25][9454/14432] Training Loss: 0.721664 
[0/25][9455/14432] Training Loss: 0.768041 
[0/25][9456/14432] Training Loss: 0.683248 
[0/25][9457/14432] Training Loss: 0.612038 
[0/25][9458/14432] Training Loss: 0.706655 
[0/25][9459/14432] Training Loss: 0.687797 
[0/25][9460/14432] Training Loss: 0.673131 
[0/25][9461/14432] Training Loss: 0.924801 
[0/25][9462/14432] Training Loss: 0.809748 
[0/25][9463/14432] Training Loss: 0.703126 
[0/25][9464/14432] Training Loss: 0.762849 
[0/25][9465/14432] Training Loss: 0.812500 
[0/25][9466/14432] Training Loss: 0.863014 
[0/25][9467/14432] Training Loss: 1.043383 
[0/25][9468/14432] Training Loss: 0.719419 
[0/25][9469/14432] Training Loss: 0.783217 
[0/25][9470/14432] Training Loss: 0.687201 
[0/25][9471/14432] Training Loss: 0.822841 
[0/25][9472/14432] Training Loss: 0.730920 
[0/25][9473/14432] Training Loss: 0.777766 
[0/25][9474/14432] Training Loss: 0.827562 
[0/25][9475/14432] Training Loss: 0.703768 
[0/25][9476/14432] Training Loss: 0.826796 
[0/25][9477/14432] Training Loss: 0.849260 
[0/25][9478/14432] Training Loss: 0.711415 
[0/25][9479/14432] Training Loss: 0.804307 
[0/25][9480/14432] Training Loss: 0.782536 
[0/25][9481/14432] Training Loss: 0.591749 
[0/25][9482/14432] Training Loss: 0.634711 
[0/25][9483/14432] Training Loss: 0.611706 
[0/25][9484/14432] Training Loss: 0.699250 
[0/25][9485/14432] Training Loss: 0.719199 
[0/25][9486/14432] Training Loss: 0.631323 
[0/25][9487/14432] Training Loss: 0.697010 
[0/25][9488/14432] Training Loss: 0.662087 
[0/25][9489/14432] Training Loss: 0.694603 
[0/25][9490/14432] Training Loss: 0.909291 
[0/25][9491/14432] Training Loss: 0.785431 
[0/25][9492/14432] Training Loss: 0.805986 
[0/25][9493/14432] Training Loss: 0.655554 
[0/25][9494/14432] Training Loss: 0.723254 
[0/25][9495/14432] Training Loss: 0.619846 
[0/25][9496/14432] Training Loss: 0.581395 
[0/25][9497/14432] Training Loss: 0.769343 
[0/25][9498/14432] Training Loss: 0.687676 
[0/25][9499/14432] Training Loss: 0.730634 
[0/25][9500/14432] Training Loss: 0.751372 
[0/25][9501/14432] Training Loss: 1.065540 
[0/25][9502/14432] Training Loss: 0.633771 
[0/25][9503/14432] Training Loss: 0.688978 
[0/25][9504/14432] Training Loss: 0.654602 
[0/25][9505/14432] Training Loss: 0.770465 
[0/25][9506/14432] Training Loss: 0.780867 
[0/25][9507/14432] Training Loss: 0.686053 
[0/25][9508/14432] Training Loss: 0.879054 
[0/25][9509/14432] Training Loss: 0.737145 
[0/25][9510/14432] Training Loss: 0.639594 
[0/25][9511/14432] Training Loss: 1.021295 
[0/25][9512/14432] Training Loss: 0.689641 
[0/25][9513/14432] Training Loss: 0.766158 
[0/25][9514/14432] Training Loss: 0.784595 
[0/25][9515/14432] Training Loss: 0.745057 
[0/25][9516/14432] Training Loss: 0.940282 
[0/25][9517/14432] Training Loss: 0.806960 
[0/25][9518/14432] Training Loss: 0.772743 
[0/25][9519/14432] Training Loss: 0.710326 
[0/25][9520/14432] Training Loss: 0.595473 
[0/25][9521/14432] Training Loss: 0.667008 
[0/25][9522/14432] Training Loss: 0.727284 
[0/25][9523/14432] Training Loss: 0.651371 
[0/25][9524/14432] Training Loss: 0.684712 
[0/25][9525/14432] Training Loss: 0.781621 
[0/25][9526/14432] Training Loss: 0.609109 
[0/25][9527/14432] Training Loss: 0.879353 
[0/25][9528/14432] Training Loss: 0.777300 
[0/25][9529/14432] Training Loss: 0.666507 
[0/25][9530/14432] Training Loss: 0.762684 
[0/25][9531/14432] Training Loss: 0.823391 
[0/25][9532/14432] Training Loss: 0.634322 
[0/25][9533/14432] Training Loss: 0.785228 
[0/25][9534/14432] Training Loss: 0.737178 
[0/25][9535/14432] Training Loss: 0.701409 
[0/25][9536/14432] Training Loss: 0.799825 
[0/25][9537/14432] Training Loss: 0.833598 
[0/25][9538/14432] Training Loss: 0.852960 
[0/25][9539/14432] Training Loss: 0.741253 
[0/25][9540/14432] Training Loss: 0.640193 
[0/25][9541/14432] Training Loss: 0.760047 
[0/25][9542/14432] Training Loss: 0.623669 
[0/25][9543/14432] Training Loss: 0.602795 
[0/25][9544/14432] Training Loss: 0.684693 
[0/25][9545/14432] Training Loss: 0.698321 
[0/25][9546/14432] Training Loss: 0.815340 
[0/25][9547/14432] Training Loss: 0.691371 
[0/25][9548/14432] Training Loss: 0.710465 
[0/25][9549/14432] Training Loss: 0.850929 
[0/25][9550/14432] Training Loss: 0.745518 
[0/25][9551/14432] Training Loss: 0.674109 
[0/25][9552/14432] Training Loss: 0.846435 
[0/25][9553/14432] Training Loss: 0.747191 
[0/25][9554/14432] Training Loss: 0.669457 
[0/25][9555/14432] Training Loss: 0.702327 
[0/25][9556/14432] Training Loss: 0.748079 
[0/25][9557/14432] Training Loss: 0.630612 
[0/25][9558/14432] Training Loss: 0.758491 
[0/25][9559/14432] Training Loss: 0.556720 
[0/25][9560/14432] Training Loss: 0.634545 
[0/25][9561/14432] Training Loss: 0.527703 
[0/25][9562/14432] Training Loss: 0.911687 
[0/25][9563/14432] Training Loss: 0.619411 
[0/25][9564/14432] Training Loss: 1.120979 
[0/25][9565/14432] Training Loss: 0.592498 
[0/25][9566/14432] Training Loss: 0.626505 
[0/25][9567/14432] Training Loss: 0.718299 
[0/25][9568/14432] Training Loss: 0.757304 
